date,price
2024-03-01,19.579999923706055
2024-03-04,19.639999389648438
2024-03-05,19.610000610351562
2024-03-06,19.600000381469727
2024-03-07,19.6299991607666
2024-03-08,19.90999984741211
2024-03-11,19.709999084472656
2024-03-12,19.799999237060547
2024-03-14,19.809999465942383
2024-03-15,19.6299991607666
2024-03-18,19.65999984741211
2024-03-19,19.709999084472656
2024-03-20,19.729999542236328
2024-03-21,19.799999237060547
2024-03-22,19.799999237060547
2024-03-25,19.8799991607666
2024-03-25,19.950000762939453
2024-03-26,19.860000610351562
2024-03-27,19.959999084472656
