date,price
2024-03-01,10.300000190734863
2024-03-04,10.319999694824219
2024-03-05,10.399999618530273
2024-03-06,10.75
2024-03-07,10.40999984741211
2024-03-08,10.420000076293945
2024-03-11,10.3100004196167
2024-03-12,10.345000267028809
2024-03-14,10.520000457763672
2024-03-15,10.420000076293945
2024-03-18,10.369999885559082
2024-03-19,10.579999923706055
2024-03-20,10.364999771118164
2024-03-21,10.289999961853027
2024-03-22,10.6899995803833
2024-03-25,10.699999809265137
2024-03-25,10.739999771118164
2024-03-26,10.979999542236328
2024-03-27,10.8100004196167
2024-04-16,10.489999771118164
