date,price
2024-03-01,2.2100000381469727
2024-03-04,2.240000009536743
2024-03-05,2.2100000381469727
2024-03-06,2.2300000190734863
2024-03-07,2.2100000381469727
2024-03-08,2.25
2024-03-11,2.2200000286102295
2024-03-12,2.190000057220459
2024-03-14,2.2100000381469727
2024-03-15,2.2049999237060547
2024-03-18,2.240000009536743
2024-03-19,2.2699999809265137
2024-03-20,2.299999952316284
2024-03-20,2.2899999618530273
2024-03-22,2.3499999046325684
2024-03-25,2.305000066757202
2024-03-25,2.319999933242798
