date,price
2024-03-01,4.289999961853027
2024-03-04,4.25
2024-03-05,4.239999771118164
2024-03-06,4.340000152587891
2024-03-07,4.309999942779541
2024-03-08,4.389999866485596
2024-03-11,4.300000190734863
2024-03-12,4.420000076293945
2024-03-14,4.070000171661377
2024-03-15,4.150000095367432
2024-03-18,4.050000190734863
2024-03-19,3.990000009536743
2024-03-20,4.139999866485596
2024-03-20,4.119999885559082
2024-03-22,4.150000095367432
2024-03-25,4.179999828338623
2024-03-25,4.110000133514404
2024-03-26,4.190000057220459
