date,price
2024-03-01,1.024999976158142
2024-03-04,0.9900000095367432
2024-03-05,1.0399999618530273
2024-03-06,1.034999966621399
2024-03-07,1.0199999809265137
2024-03-08,1.0449999570846558
2024-03-11,1.034999966621399
2024-03-12,1.0549999475479126
2024-03-14,1.0399999618530273
2024-03-15,1.0399999618530273
2024-03-18,1.0750000476837158
2024-03-20,1.0549999475479126
2024-03-20,1.090000033378601
2024-03-22,1.0499999523162842
2024-03-25,1.059999942779541
2024-03-26,1.1349999904632568
2024-03-27,1.100000023841858
2024-04-16,1.2050000429153442
2024-05-09,0.7300000190734863
