date,price
2024-03-01,2.299999952316284
2024-03-04,2.359999895095825
2024-03-05,2.3499999046325684
2024-03-06,2.3399999141693115
2024-03-07,2.369999885559082
2024-03-08,2.4700000286102295
2024-03-11,2.450000047683716
2024-03-12,2.4800000190734863
2024-03-14,2.509999990463257
2024-03-15,2.5199999809265137
2024-03-19,2.509999990463257
2024-03-20,2.6500000953674316
2024-03-21,2.630000114440918
2024-03-22,2.680000066757202
2024-03-25,2.700000047683716
2024-03-25,2.700000047683716
2024-03-26,2.6700000762939453
2024-03-27,2.690000057220459
2024-04-16,2.630000114440918
2024-05-09,2.5799999237060547
