date,price
2024-03-01,7.269999980926514
2024-03-04,7.260000228881836
2024-03-05,7.28000020980835
2024-03-06,7.320000171661377
2024-03-07,7.409999847412109
2024-03-08,7.619999885559082
2024-03-11,7.619999885559082
2024-03-12,7.695000171661377
2024-03-14,7.5
2024-03-15,7.489999771118164
2024-03-18,7.539999961853027
2024-03-19,7.570000171661377
2024-03-20,7.630000114440918
2024-03-21,7.71999979019165
2024-03-22,7.75
2024-03-25,7.730000019073486
2024-03-25,7.829999923706055
2024-03-26,7.800000190734863
