date,price
2024-03-01,28.549999237060547
2024-03-04,28.3799991607666
2024-03-05,28.309999465942383
2024-03-06,28.309999465942383
2024-03-07,28.559999465942383
2024-03-08,28.81999969482422
2024-03-11,28.389999389648438
2024-03-12,28.309999465942383
2024-03-14,28.350000381469727
2024-03-15,28.040000915527344
2024-03-18,28.18000030517578
2024-03-19,28.31999969482422
2024-03-20,28.540000915527344
2024-03-21,28.40999984741211
2024-03-22,28.600000381469727
2024-03-25,28.719999313354492
2024-03-25,28.690000534057617
2024-03-26,28.670000076293945
2024-03-27,28.350000381469727
