date,price
2024-03-01,3.809999942779541
2024-03-04,3.809999942779541
2024-03-05,3.799999952316284
2024-03-06,3.799999952316284
2024-03-07,3.7899999618530273
2024-03-08,3.8299999237060547
2024-03-11,3.815000057220459
2024-03-12,3.7899999618530273
2024-03-14,3.7899999618530273
2024-03-15,3.7899999618530273
2024-03-18,3.7950000762939453
2024-03-19,3.7899999618530273
2024-03-20,3.7799999713897705
2024-03-20,3.7699999809265137
2024-03-22,3.7799999713897705
2024-03-25,3.7750000953674316
2024-03-25,3.759999990463257
2024-03-26,3.759999990463257
2024-03-27,3.7799999713897705
2024-04-16,3.690000057220459
