date,price
2024-03-01,4.210000038146973
2024-03-04,4.349999904632568
2024-03-05,4.309999942779541
2024-03-06,4.179999828338623
2024-03-07,4.269999980926514
2024-03-08,4.369999885559082
2024-03-11,4.210000038146973
2024-03-12,4.28000020980835
2024-03-14,4.190000057220459
2024-03-15,4.130000114440918
2024-03-18,4.005000114440918
2024-03-19,3.7200000286102295
2024-03-20,3.740000009536743
2024-03-20,3.5899999141693115
2024-03-22,3.740000009536743
2024-03-25,3.619999885559082
2024-03-25,3.619999885559082
2024-03-26,3.4600000381469727
2024-03-27,3.3399999141693115
2024-04-16,3.059999942779541
