date,price
2024-03-01,65.0
2024-03-04,65.4000015258789
2024-03-05,65.5199966430664
2024-03-06,65.75
2024-03-07,66.29000091552734
2024-03-08,67.33000183105469
2024-03-11,66.80000305175781
2024-03-12,66.3499984741211
2024-03-14,66.73999786376953
2024-03-15,66.48999786376953
2024-03-18,67.2699966430664
2024-03-19,67.62999725341797
2024-03-20,68.05000305175781
2024-03-21,68.02999877929688
2024-03-22,67.37000274658203
2024-03-25,65.70999908447266
2024-03-25,65.76000213623047
2024-03-26,65.54000091552734
2024-03-27,65.19999694824219
2024-04-16,62.41999816894531
