date,price
2024-03-01,3.2799999713897705
2024-03-04,3.240000009536743
2024-03-05,3.390000104904175
2024-03-06,3.309999942779541
2024-03-07,3.4700000286102295
2024-03-08,3.5799999237060547
2024-03-11,3.549999952316284
2024-03-12,3.5899999141693115
2024-03-14,3.819999933242798
2024-03-15,3.640000104904175
2024-03-18,3.6549999713897705
2024-03-19,3.7100000381469727
2024-03-20,3.7200000286102295
2024-03-21,3.819999933242798
2024-03-22,3.930000066757202
2024-03-25,3.940000057220459
2024-03-25,3.930000066757202
2024-03-26,3.869999885559082
2024-03-27,3.9800000190734863
2024-04-16,4.105000019073486
