date,price
2024-03-01,3.8949296474456787
2024-03-04,3.922816753387451
2024-03-05,3.922816753387451
2024-03-06,3.9600002765655518
2024-03-07,3.6700000762939453
2024-03-08,3.799999952316284
2024-03-11,3.7300000190734863
2024-03-12,3.615000009536743
2024-03-14,3.549999952316284
2024-03-15,3.509999990463257
2024-03-18,3.630000114440918
2024-03-19,3.619999885559082
2024-03-20,3.7799999713897705
2024-03-20,3.7100000381469727
2024-03-22,3.759999990463257
2024-03-25,3.7100000381469727
2024-03-25,3.740000009536743
