date,price
2024-03-01,5.080000400543213
2024-03-04,4.980000019073486
2024-03-05,4.820000171661377
2024-03-06,4.739999771118164
2024-03-07,4.820000171661377
2024-03-08,4.800000190734863
2024-03-11,4.760000228881836
2024-03-12,4.679999828338623
2024-03-14,4.829999923706055
2024-03-15,4.760000228881836
2024-03-18,4.909999847412109
2024-03-19,4.710000038146973
2024-03-20,4.679999828338623
2024-03-21,4.789999961853027
2024-03-22,4.849999904632568
2024-03-25,4.835000038146973
2024-03-25,4.900000095367432
2024-03-26,4.880000114440918
2024-03-27,4.949999809265137
