date,price
2024-03-01,7.199999809265137
2024-03-04,7.260000228881836
2024-03-05,7.21999979019165
2024-03-06,7.179999828338623
2024-03-07,7.239999771118164
2024-03-08,7.28000020980835
2024-03-11,7.135000228881836
2024-03-12,7.114999771118164
2024-03-14,7.170000076293945
2024-03-15,7.215000152587891
2024-03-18,7.315000057220459
2024-03-19,7.429999828338623
2024-03-20,7.539999961853027
2024-03-20,7.489999771118164
2024-03-22,7.429999828338623
2024-03-25,7.570000171661377
2024-03-25,7.579999923706055
2024-03-26,7.610000133514404
