date,price
2024-03-01,3.0136001110076904
2024-03-04,2.9437484741210938
2024-03-05,2.933769702911377
2024-03-06,2.9138121604919434
2024-03-07,2.940000057220459
2024-03-08,2.990000009536743
2024-03-11,2.940000057220459
2024-03-12,2.9000000953674316
2024-03-14,3.0199999809265137
2024-03-15,2.9749999046325684
2024-03-18,3.009999990463257
2024-03-19,3.0799999237060547
2024-03-20,3.049999952316284
2024-03-20,2.990000009536743
2024-03-22,2.940000057220459
2024-03-25,2.9200000762939453
2024-03-25,2.9600000381469727
2024-03-26,2.890000104904175
