date,price
2024-03-01,4.820000171661377
2024-03-04,4.679999828338623
2024-03-05,4.710000038146973
2024-03-06,4.739999771118164
2024-03-07,4.769999980926514
2024-03-08,4.760000228881836
2024-03-11,4.75
2024-03-12,4.695000171661377
2024-03-14,4.460000038146973
2024-03-15,4.489999771118164
2024-03-18,4.505000114440918
2024-03-19,4.474999904632568
2024-03-20,4.659999847412109
2024-03-20,4.679999828338623
2024-03-22,4.46999979019165
2024-03-25,4.440000057220459
2024-03-25,4.449999809265137
2024-03-26,4.349999904632568
