date,price
2024-03-01,24.40999984741211
2024-03-04,24.200000762939453
2024-03-05,24.450000762939453
2024-03-06,24.559999465942383
2024-03-07,24.84000015258789
2024-03-08,25.100000381469727
2024-03-11,24.940000534057617
2024-03-12,24.860000610351562
2024-03-14,24.389999389648438
2024-03-15,23.905000686645508
2024-03-18,24.399999618530273
2024-03-19,24.329999923706055
2024-03-20,24.43000030517578
2024-03-20,24.040000915527344
2024-03-22,24.8799991607666
2024-03-25,24.959999084472656
2024-03-25,25.139999389648438
2024-03-26,24.670000076293945
2024-03-27,24.770000457763672
2024-04-16,24.389999389648438
