date,price
2024-03-01,1.4450000524520874
2024-03-04,1.5099999904632568
2024-03-05,1.5750000476837158
2024-03-06,1.590000033378601
2024-03-07,1.5449999570846558
2024-03-08,1.559999942779541
2024-03-11,1.5499999523162842
2024-03-12,1.5520000457763672
2024-03-14,1.5950000286102295
2024-03-15,1.600000023841858
2024-03-18,1.597000002861023
2024-03-19,1.6050000190734863
2024-03-20,1.6019999980926514
2024-03-20,1.6150000095367432
2024-03-22,1.6699999570846558
2024-03-25,1.6720000505447388
2024-03-25,1.7450000047683716
2024-03-26,1.7699999809265137
2024-03-27,1.8049999475479126
