date,price
2024-03-01,13.920000076293945
2024-03-04,14.010000228881836
2024-03-05,13.970000267028809
2024-03-06,13.470000267028809
2024-03-07,13.350000381469727
2024-03-08,13.34000015258789
2024-03-11,13.270000457763672
2024-03-12,13.359999656677246
2024-03-14,14.609999656677246
2024-03-15,14.600000381469727
2024-03-18,14.335000038146973
2024-03-19,13.800000190734863
2024-03-20,13.699999809265137
2024-03-21,14.0
2024-03-22,13.949999809265137
2024-03-25,13.789999961853027
2024-03-25,13.649999618530273
2024-03-26,13.75
2024-03-27,14.180000305175781
2024-04-16,15.15999984741211
2024-05-09,15.069999694824219
