date,price
2024-03-01,9.199999809265137
2024-03-04,9.40999984741211
2024-03-05,9.210000038146973
2024-03-06,9.15999984741211
2024-03-07,9.119999885559082
2024-03-08,9.510000228881836
2024-03-11,9.220000267028809
2024-03-12,9.050000190734863
2024-03-14,8.760000228881836
2024-03-15,8.770000457763672
2024-03-18,9.100000381469727
2024-03-19,9.15999984741211
2024-03-20,9.199999809265137
2024-03-21,9.390000343322754
2024-03-22,9.489999771118164
2024-03-25,9.579999923706055
2024-03-25,9.449999809265137
2024-03-26,9.319999694824219
