date,price
2024-03-01,4.380000114440918
2024-03-04,4.409999847412109
2024-03-05,4.099999904632568
2024-03-06,4.090000152587891
2024-03-07,4.050000190734863
2024-03-08,4.019999980926514
2024-03-11,3.9800000190734863
2024-03-12,4.144999980926514
2024-03-14,4.170000076293945
2024-03-15,3.9549999237060547
2024-03-18,3.869999885559082
2024-03-19,3.944999933242798
2024-03-20,3.869999885559082
2024-03-20,3.9000000953674316
2024-03-22,3.934999942779541
2024-03-25,3.859999895095825
2024-03-25,3.880000114440918
2024-03-26,3.740000009536743
2024-03-27,3.75
2024-04-16,3.8399999141693115
2024-05-09,4.110000133514404
