date,price
2024-03-01,8.65999984741211
2024-03-04,8.579999923706055
2024-03-05,8.6899995803833
2024-03-06,8.680000305175781
2024-03-07,8.5600004196167
2024-03-08,8.760000228881836
2024-03-11,8.680000305175781
2024-03-12,8.670000076293945
2024-03-14,8.65999984741211
2024-03-15,8.5649995803833
2024-03-18,8.675000190734863
2024-03-19,8.96500015258789
2024-03-20,8.880000114440918
2024-03-21,8.800000190734863
2024-03-22,8.529999732971191
2024-03-25,8.420000076293945
2024-03-25,8.380000114440918
2024-03-26,8.3100004196167
2024-03-27,8.270000457763672
2024-04-16,8.699999809265137
