date,price
2024-03-01,5.900000095367432
2024-03-04,5.960000038146973
2024-03-05,5.960000038146973
2024-03-06,6.090000152587891
2024-03-07,6.130000114440918
2024-03-08,6.210000038146973
2024-03-11,6.190000057220459
2024-03-12,6.195000171661377
2024-03-14,6.130000114440918
2024-03-15,6.045000076293945
2024-03-18,6.130000114440918
2024-03-19,6.204999923706055
2024-03-20,6.289999961853027
2024-03-21,6.320000171661377
2024-03-22,6.210000038146973
2024-03-25,6.260000228881836
2024-03-25,6.25
2024-03-26,6.21999979019165
2024-03-27,6.21999979019165
2024-04-16,5.795000076293945
2024-05-09,5.90500020980835
