date,price
2024-03-01,7.400000095367432
2024-03-04,7.380000114440918
2024-03-05,7.369999885559082
2024-03-06,7.360000133514404
2024-03-07,7.400000095367432
2024-03-08,7.449999809265137
2024-03-11,7.349999904632568
2024-03-12,7.329999923706055
2024-03-14,7.239999771118164
2024-03-15,7.199999809265137
2024-03-18,7.230000019073486
2024-03-19,7.21999979019165
2024-03-20,7.25
2024-03-21,7.28000020980835
2024-03-22,7.289999961853027
2024-03-25,7.329999923706055
2024-03-25,7.309999942779541
2024-03-26,7.28000020980835
2024-03-27,7.289999961853027
