date,price
2024-03-01,1.284999966621399
2024-03-04,1.3300000429153442
2024-03-05,1.274999976158142
2024-03-06,1.2450000047683716
2024-03-07,1.2949999570846558
2024-03-08,1.2999999523162842
2024-03-11,1.2669999599456787
2024-03-12,1.3170000314712524
2024-03-14,1.3650000095367432
2024-03-15,1.2719999551773071
2024-03-18,1.2519999742507935
2024-03-19,1.2549999952316284
2024-03-20,1.2350000143051147
2024-03-20,1.2400000095367432
2024-03-22,1.2369999885559082
2024-03-25,1.2020000219345093
2024-03-25,1.1699999570846558
2024-03-26,1.1399999856948853
2024-03-27,1.1399999856948853
2024-04-16,1.1920000314712524
2024-05-09,1.3450000286102295
