date,price
2024-03-01,29.149999618530273
2024-03-04,28.56999969482422
2024-03-05,28.040000915527344
2024-03-06,28.209999084472656
2024-03-07,28.15999984741211
2024-03-08,28.479999542236328
2024-03-11,28.25
2024-03-12,28.239999771118164
2024-03-14,28.010000228881836
2024-03-15,28.03499984741211
2024-03-18,27.920000076293945
2024-03-19,27.530000686645508
2024-03-20,27.559999465942383
2024-03-20,27.290000915527344
2024-03-22,28.260000228881836
2024-03-25,28.540000915527344
2024-03-25,28.959999084472656
2024-03-26,29.18000030517578
2024-03-27,29.280000686645508
2024-04-16,26.31999969482422
